Date,Home Team,Away Team,Period,Team,Type,Bench Side,Change,Behind Net,Retrieved,SOG,SA
2018-10-13,Ottawa,LA,3,Ottawa,S,N,Y,N,N,0,0
2018-10-13,Ottawa,LA,3,LA,S,Y,Y,N,N,0,0
2018-10-13,Ottawa,LA,3,Ottawa,R,N,N,N,N,0,0
2018-10-13,Ottawa,LA,3,LA,S,N,N,N,Y,1,2
2018-10-13,Ottawa,LA,3,LA,R,N,Y,N,N,0,0
2018-10-13,Ottawa,LA,3,Ottawa,S,N,N,N,Y,0,1
2018-10-13,Ottawa,LA,3,LA,S,N,N,N,N,0,0
2018-10-13,Ottawa,LA,3,LA,S,N,N,N,N,0,0
2019-03-13,Toronto,Chicago,3,Toronto,S,N,N,Y,Y,1,1
2019-03-13,Toronto,Chicago,3,Chicago,S,N,Y,N,N,0,0
2019-03-13,Toronto,Chicago,3,Chicago,S,N,Y,N,N,0,0
2019-03-13,Toronto,Chicago,3,Toronto,S,Y,N,N,N,0,0
2019-03-13,Toronto,Chicago,3,Chicago,S,Y,Y,N,N,0,0
2019-03-13,Toronto,Chicago,3,Chicago,R,N,N,N,Y,0,1
2019-03-13,Toronto,Chicago,3,Toronto,R,N,N,N,Y,0,1
2019-03-13,Toronto,Chicago,3,Chicago,S,N,Y,Y,N,0,0
2019-03-13,Toronto,Chicago,3,Chicago,S,N,N,Y,N,0,0
2019-03-13,Toronto,Chicago,3,Toronto,S,Y,N,N,Y,0,0
2019-03-13,Toronto,Chicago,3,Toronto,C,N,N,N,N,0,0
2019-03-13,Toronto,Chicago,3,Chicago,R,N,N,N,N,0,0
2019-03-13,Toronto,Chicago,3,Chicago,S,N,N,Y,N,0,0
2019-03-13,Toronto,Chicago,3,Toronto,S,N,N,N,Y,3,4
2019-03-13,Toronto,Chicago,3,Chicago,R,N,N,Y,N,0,0
2019-03-13,Toronto,Chicago,3,Toronto,S,N,N,Y,N,0,0
2019-03-13,Toronto,Chicago,3,Chicago,S,N,N,N,Y,1,1
2019-03-13,Toronto,Chicago,3,Toronto,C,Y,N,N,N,0,0
2019-03-13,Toronto,Chicago,3,Toronto,R,Y,N,Y,N,0,0
2019-03-13,Toronto,Chicago,3,Chicago,R,N,N,Y,N,0,0
2019-03-13,Toronto,Chicago,3,Toronto,S,Y,N,Y,N,0,0
2018-12-09,St. Louis,Vancouver,3,St. Louis,S,Y,N,Y,Y,0,0
2018-12-09,St. Louis,Vancouver,3,St. Louis,S,N,Y,N,N,0,0
2018-12-09,St. Louis,Vancouver,3,St. Louis,S,N,N,Y,N,0,0
2018-12-09,St. Louis,Vancouver,3,Vancouver,S,Y,N,Y,N,0,0
2018-12-09,St. Louis,Vancouver,3,St. Louis,S,N,N,N,Y,0,0
2018-12-09,St. Louis,Vancouver,3,St. Louis,S,Y,Y,Y,Y,0,0
2018-12-09,St. Louis,Vancouver,3,Vancouver,C,N,N,N,Y,1,2
2018-12-09,St. Louis,Vancouver,3,Vancouver,S,N,N,N,N,0,0
2018-12-09,St. Louis,Vancouver,3,Vancouver,S,N,N,Y,N,0,0
2018-12-09,St. Louis,Vancouver,3,St. Louis,S,N,N,N,N,0,0
2018-12-09,St. Louis,Vancouver,3,St. Louis,S,Y,N,Y,N,0,0
2018-12-09,St. Louis,Vancouver,3,St. Louis,R,Y,N,N,Y,0,1
2018-12-09,St. Louis,Vancouver,3,St. Louis,R,N,N,N,Y,0,1
2018-12-09,St. Louis,Vancouver,3,St. Louis,C,N,N,N,N,0,0
2018-12-09,St. Louis,Vancouver,3,Vancouver,S,Y,Y,Y,N,0,0
2018-12-09,St. Louis,Vancouver,3,Vancouver,S,Y,N,Y,N,0,0
2018-12-09,St. Louis,Vancouver,3,Vancouver,S,Y,N,N,N,0,0
2018-12-09,St. Louis,Vancouver,3,St. Louis,S,Y,N,N,Y,1,1
2018-12-09,St. Louis,Vancouver,3,Vancouver,S,N,N,Y,Y,0,1
2018-12-09,St. Louis,Vancouver,3,St. Louis,S,Y,N,N,N,0,0
2018-12-09,St. Louis,Vancouver,3,Vancouver,S,N,Y,Y,N,0,0
2018-12-09,St. Louis,Vancouver,3,St. Louis,R,Y,N,Y,Y,0,0
2019-02-16,New York I,Edmonton,2,New York I,S,Y,Y,N,N,0,0
2019-02-16,New York I,Edmonton,2,Edmonton,R,N,N,N,N,0,0
2019-02-16,New York I,Edmonton,2,Edmonton,R,Y,N,N,Y,0,0
2019-02-16,New York I,Edmonton,2,Edmonton,R,N,Y,N,N,0,0
2019-02-16,New York I,Edmonton,2,Edmonton,S,N,N,N,N,0,0
2019-02-16,New York I,Edmonton,2,Edmonton,R,N,N,N,Y,0,1
2019-02-16,New York I,Edmonton,2,Edmonton,R,Y,Y,Y,N,0,0
2019-02-16,New York I,Edmonton,2,New York I,R,Y,N,Y,N,0,0
2019-02-16,New York I,Edmonton,2,Edmonton,S,Y,Y,N,N,0,0
2019-02-16,New York I,Edmonton,2,Edmonton,R,N,N,Y,N,0,0
2019-02-16,New York I,Edmonton,2,New York I,S,Y,N,N,N,0,0
2019-02-16,New York I,Edmonton,2,Edmonton,S,N,N,N,Y,1,1
2019-03-03,Minnesota,Nashville,3,Nashville ,R,Y,N,N,Y,0,1
2019-03-03,Minnesota,Nashville,3,Minnesota,S,Y,Y,Y,Y,0,1
2019-03-03,Minnesota,Nashville,3,Minnesota,S,Y,N,Y,N,0,0
2019-03-03,Minnesota,Nashville,3,Minnesota,S,N,Y,Y,N,0,0
2019-03-03,Minnesota,Nashville,3,Nashville ,S,N,N,N,Y,0,0
2019-03-03,Minnesota,Nashville,3,Minnesota,R,N,N,N,N,0,0
2019-03-03,Minnesota,Nashville,3,Nashville ,S,Y,Y,Y,Y,1,2
2019-03-03,Minnesota,Nashville,3,Nashville ,S,N,N,Y,N,0,0
2019-03-03,Minnesota,Nashville,3,Minnesota,S,N,N,Y,N,0,0
2019-03-03,Minnesota,Nashville,3,Minnesota,S,N,N,Y,N,0,0
2019-03-03,Minnesota,Nashville,3,Minnesota,R,Y,N,N,N,0,0
2019-03-03,Minnesota,Nashville,3,Minnesota,S,Y,N,Y,N,0,0
2019-03-03,Minnesota,Nashville,3,Minnesota,C,N,N,N,N,0,0
2019-03-03,Minnesota,Nashville,3,Nashville ,S,Y,N,Y,Y,0,0
2019-03-03,Minnesota,Nashville,3,Minnesota,S,N,Y,Y,N,0,0
2019-03-03,Minnesota,Nashville,3,Nashville ,S,Y,Y,Y,N,0,0
2019-03-03,Minnesota,Nashville,3,Minnesota,R,N,N,Y,N,0,0
2019-03-20,Buffalo,Toronto,1,Toronto,S,N,N,N,Y,0,1
2019-03-20,Buffalo,Toronto,1,Buffalo,S,N,Y,Y,N,0,0
2019-03-20,Buffalo,Toronto,1,Buffalo,R,Y,N,Y,N,0,0
2019-03-20,Buffalo,Toronto,1,Buffalo,S,N,N,N,N,0,0
2019-03-20,Buffalo,Toronto,1,Toronto,R,N,N,Y,N,0,0
2019-03-20,Buffalo,Toronto,1,Buffalo,R,N,N,Y,Y,2,3
2019-03-20,Buffalo,Toronto,1,Toronto,S,N,N,N,Y,2,3
2019-03-20,Buffalo,Toronto,1,Buffalo,S,N,N,N,N,0,0
2019-03-20,Buffalo,Toronto,1,Toronto,S,Y,N,N,Y,0,0
2019-03-20,Buffalo,Toronto,1,Buffalo,R,Y,N,N,N,0,0
2019-03-20,Buffalo,Toronto,1,Buffalo,S,Y,Y,Y,N,0,0
2019-03-20,Buffalo,Toronto,1,Buffalo,R,Y,N,N,N,0,0
2019-03-20,Buffalo,Toronto,1,Toronto,S,N,Y,N,N,0,0
2019-03-20,Buffalo,Toronto,1,Buffalo,S,Y,Y,Y,N,0,0
2019-03-20,Buffalo,Toronto,1,Toronto,S,Y,N,N,Y,0,0
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
